title,author,isbn,category,totalCopies,availableCopies,publishedYear
Brave New World,Aldous Huxley,0060929871,Fiction,100,100,1998
You Can't Go Home Again,Thomas Wolfe,0060930055,Fiction,100,100,1998
The Fifth Mountain,Paulo Coelho,0060930136,Fiction,100,100,1999
V.,Thomas Pynchon,0060930217,Fiction,100,100,1999
Identity,Milan Kundera,0060930314,Fiction,100,100,1999
The Poisonwood Bible,Barbara Kingsolver,0060930535,Fiction,100,100,1999
Cloudsplitter,Russell Banks,0060930861,Fiction,100,100,1999
"Plato, Not Prozac!",Lou Marinoff,0060931361,Philosophy,100,100,2000
The Crying of Lot 49,Thomas Pynchon,0060931671,Fiction,100,100,1999
The Map That Changed the World,Simon Winchester;Soun Vannithone,0060931809,Biography & Autobiography,100,100,2002
The Odyssey of Homer,Homer,0060931957,Fiction,100,100,1999
Collected Novellas,Gabriel Garcia Marquez,006093266X,Fiction,100,100,1999
Collected Stories,Gabriel Garcia Marquez,0060932686,Fiction,100,100,1999
A Mulligan for Bobby Jobe,Robert Cullen,0060933526,Fiction,100,100,2002
In the Footsteps of Mr. Kurtz,Michela Wrong,0060934433,History,100,100,2002
Every Tongue Got to Confess,Zora Neale Hurston,0060934549,Literary Criticism,100,100,2002
Kitchen Confidential,Anthony Bourdain,0060934913,Biography & Autobiography,100,100,2000
One Matchless Time,Jay Parini,0060935553,Biography & Autobiography,100,100,2005
The Girl in the Glass,Jeffrey Ford,0060936193,Fiction,100,100,2005
The Best American Science Writing 2002,Matt Ridley;Alan Lightman,0060936509,Science,100,100,2002
Wittgenstein's Poker,David Edmonds;John Eidinow,0060936649,Philosophy,100,100,2002
Smart Discipline(R),Larry Koenig,0060936665,Family & Relationships,100,100,2004
The Schopenhauer Cure,Irvin Yalom,0060938102,Fiction,100,100,2006
African Nights,Kuki Gallmann,0060954833,Biography & Autobiography,100,100,2000
The Autobiography of Mark Twain,Charles Neider,0060955422,Biography & Autobiography,100,100,2000
Joy in the Morning,Betty Smith,0060956860,Fiction,100,100,2000
Beauty,John O'Donohue,0060957263,"Body, Mind & Spirit",100,100,2005
The Darling,Russell Banks,0060957352,Fiction,100,100,2005
The Making of a Philosopher,Colin McGinn,0060957603,Philosophy,100,100,2003
The Language Instinct,Steven Pinker,0060958332,Language Arts & Disciplines,100,100,2000
Prodigal Summer,Barbara Kingsolver,0060959037,Fiction,100,100,2001
Tales of the City,Armistead Maupin,0060964049,Fiction,100,100,1989
Fear of Falling,Barbara Ehrenreich,0060973331,Social Science,100,100,1989
The Hidden Hand,Carroll John Daly,0060974362,Fiction,100,100,1992
Europe,Norman Davies,0060974680,History,100,100,1998
Savage Inequalities,Jonathan Kozol,0060974990,Education,100,100,1992
Gold Bug Variations,Richard Powers,0060975008,Fiction,100,100,1992
Three Farmers on Their Way to a Dance,Richard Powers,0060975091,Fiction,100,100,1992
The Fourteen Sisters of Emilio Montez O'Brien,Oscar Hijuelos,0060975946,Fiction,100,100,1996
Fiskadoro,Denis Johnson,0060976098,Fiction,100,100,1995
The Stars at Noon,Denis Johnson,0060976101,Fiction,100,100,1995
Operation Wandering Soul,Richard Powers,006097611X,Fiction,100,100,1994
Reasons to Live,Amy Hempel,0060976721,Fiction,100,100,1995
Prisoner's Dilemma,Richard Powers,0060977086,Fiction,100,100,1996
The God of Small Things,Arundhati Roy,0060977493,Fiction,100,100,1998
Courtesans and Fishcakes,James Davidson,0060977663,History,100,100,1999
Girlfriend in a Coma,Douglas Coupland,0060987324,Fiction,100,100,1999
The Long Hard Road Out of Hell,Marilyn Manson;Neil Strauss,0060987464,Biography & Autobiography,100,100,1999
Confessions of an Ugly Stepsister,Gregory Maguire,0060987529,Fiction,100,100,2000
The Dirt,Tommy Lee;Vince Neil;Nikki Sixx;Mick Mars,0060989157,Biography & Autobiography,100,100,2002
Life Is Elsewhere,Milan Kundera;Aaron Asher,0060997028,Fiction,100,100,2000
Cat Laughing Last,Shirley Rousseau Murphy,0061015628,Fiction,100,100,2002
The Crow: The Lazarus Heart,Poppy Z. Brite,0061020095,Fiction,100,100,1999
Well of Darkness,Margaret Weis;Tracy Hickman,0061020575,Fiction,100,100,2001
The Light Fantastic,Terry Pratchett,0061020702,Fiction,100,100,2000
U.S.S. Seawolf,Patrick Robinson,0061030651,Fiction,100,100,2001
Realms of Dragons,Margaret Weis;Denise Little;Tracy Hickman,0061052396,Fiction,100,100,1999
The Player of Games,Iain Banks,0061053562,Fiction,100,100,1997
My Soul to Keep,Tananarive Due,006105366X,Fiction,100,100,1998
Peril's Gate,Janny Wurts,0061054674,Fiction,100,100,2002
Fugitive Prince,Janny Wurts,0061054682,Fiction,100,100,1998
Love in Vein,Poppy Z. Brite,0061054909,Fiction,100,100,1995
Cat on the Edge,Shirley Rousseau Murphy,0061056006,Fiction,100,100,1996
Cat in the Dark,Shirley Rousseau Murphy,0061059471,Fiction,100,100,1999
Treasure Box,Orson Scott Card,006109398X,Fiction,100,100,1997
Homebody,Orson Scott Card,0061093998,Fiction,100,100,1999
Imajica II,Clive Barker,0061094153,Fiction,100,100,1995
Choke,Stuart Woods,0061094226,Fiction,100,100,1996
Dirt,Stuart Woods,0061094234,Fiction,100,100,1997
Kilo Class,Patrick Robinson,0061096857,Fiction,100,100,1999
Their Eyes Were Watching God,Zora Neale Hurston,0061120065,Fiction,100,100,2006
A Tree Grows in Brooklyn,Betty Smith,0061120073,Fiction,100,100,2006
One Hundred Years of Solitude,Gabriel Garcia Marquez,006112009X,Fiction,100,100,2006
Daughter of Fortune,Isabel Allende,0061120251,Fiction,100,100,2006
By the River Piedra I Sat Down and Wept,Paulo Coelho,0061122092,Fiction,100,100,2006
The Alchemist,Paulo Coelho,0061122416,Fiction,100,100,2006
Veronika Decides to Die,Paulo Coelho,0061124265,Fiction,100,100,2006
Goodnight Moon 123,Margaret Wise Brown;Clement Hurd,0061125938,Juvenile Fiction,100,100,2007
Charlotte's Web Signature Edition,E. B. White,0061127760,Juvenile Fiction,100,100,2006
By Myself and Then Some,Lauren Bacall,0061127914,Biography & Autobiography,100,100,2006
The Art of Loving,Erich Fromm,0061129739,Self-Help,100,100,2006
Factotum tie-in,Charles Bukowski,006113127X,Fiction,100,100,2006
The White Masai,Corinne Hofmann,0061131520,Biography & Autobiography,100,100,2006
Mandy,Julie Andrews Edwards,0061131628,Juvenile Fiction,100,100,2006
The Crusader,Paul Kengor,0061136905,Political Science,100,100,2006
Spider's House,Paul Bowles,0061137030,Fiction,100,100,2006
Days,Paul Bowles,0061137367,Fiction,100,100,2006
Howl,Allen Ginsberg;Barry Miles,0061137456,Poetry,100,100,2006
Coraline,Neil Gaiman,0061139378,Fiction,100,100,2006
Points in Time,Paul Bowles,0061139637,Fiction,100,100,2006
At the Edge,Cait London,0061140503,Fiction,100,100,2007
Remind Me Again Why I Need A Man,Claudia Carroll,0061140538,Fiction,100,100,2007
Stardust,Neil Gaiman,0061142026,Fiction,100,100,2006
When the Heart Waits,Sue Monk Kidd,0061144894,Religion,100,100,2006
The Gabriel Hounds,Mary Stewart,0061145394,Fiction,100,100,2006
The Pact,Jodi Picoult,0061150142,Fiction,100,100,2006
The Known World,Edward P. Jones,0061159174,Fiction,100,100,2006
Ines of My Soul LP,Isabel Allende,0061161578,Fiction,100,100,2006
Women,Charles Bukowski,0061177598,Fiction,100,100,2007
Smithsonian Intimate Guide to Human Origins,Carl Zimmer,0061196673,Social Science,100,100,2007
My secret,Frank Warren,0061196681,Antiques & Collectibles,100,100,2006
The Secret Lives of Men and Women,Frank Warren,0061198757,Self-Help,100,100,2007
To Kill a Mockingbird (slipcased edition),Harper Lee,0061205699,Fiction,100,100,2006
The Complete C. S. Lewis Signature Classics,C. S. Lewis,0061208493,Religion,100,100,2007
The End of Days,Zecharia Sitchin,0061238236,History,100,100,2007
The Blue and Brown Books,Ludwig Wittgenstein,0061312118,Philosophy,100,100,1965
The Pursuit of Happyness,Chris Gardner,0061750581,Biography & Autobiography,100,100,2009
What A Lady Wants,Victoria Alexander,0061796069,Fiction,100,100,2009
A Little Bit Wicked,Victoria Alexander,0061796778,Fiction,100,100,2009
The Wit and Wisdom of Winston Churchill,James C. Humes,006183307X,History,100,100,2009
"Sleep, Pale Sister",Joanne Harris,0061843180,Fiction,100,100,2009
Midnighters #2: Touching Darkness,Scott Westerfeld,0061954594,Young Adult Fiction,100,100,2009
The Queen of Attolia,Megan Whalen Turner,0061968463,Young Adult Fiction,100,100,2009
The Collected Poetry of Nikki Giovanni,Nikki Giovanni,0061977667,Poetry,100,100,2009
Sugarplums and Scandal,Dana Cameron;Mary Daheim;Lori Avocato;Kerrelyn Sparks;Suzanne Macpherson;Cait London,0061999423,Fiction,100,100,2010
"How to Buy, Sell, and Profit on eBay",Adam Ginsberg,0062032720,Business & Economics,100,100,2010
Owning Your Own Shadow,Robert A. Johnson,0062507540,Self-Help,100,100,1993
The World's Religions,Huston Smith,0062508113,History,100,100,1991
Muhammad,Karen Armstrong,0062508865,Biography & Autobiography,100,100,1993
A Manual for Living,Epictetus,0062511114,Religion,100,100,1994
The Pilgrimage,Paulo Coelho;Alan R. Clarke,006251279X,Fiction,100,100,1995
The Valkyries,Paulo Coelho,0062513346,Fiction,100,100,1996
Rainforest Home Remedies,Rosita Arvigo;Nadine Epstein,006251637X,Health & Fitness,100,100,2001
A Circle of Quiet,Madeleine L'Engle,0062545035,Religion,100,100,1984
Bulfinch's Mythology,Richard P. Martin,0062700251,Reference,100,100,1991
Romanticism,Hugh Honour,0064300897,Art,100,100,1979
Betsy-Tacy,Maud Hart Lovelace,0064400964,Juvenile Fiction,100,100,1993
Betsy and Tacy Go Over the Big Hill,Maud Hart Lovelace,0064400999,Juvenile Fiction,100,100,1993
Heaven to Betsy,Maud Hart Lovelace,0064401103,Juvenile Fiction,100,100,1945
Let the Hurricane Roar,Rose Wilder Lane,0064401588,Families,100,100,1985
The Wish Giver,Bill Brittain,0064401685,Juvenile Fiction,100,100,1986
Racso and the Rats of NIMH,Jane Leslie Conly,0064402452,Juvenile Fiction,100,100,1988
Child of the Owl,Laurence Yep,006440336X,Juvenile Fiction,100,100,1990
"R-T, Margaret, and the Rats of NIMH",Jane Leslie Conly,0064403874,Juvenile Fiction,100,100,1991
The Rainbow People,Laurence Yep,0064404412,Juvenile Fiction,100,100,1992
Dragon's Gate,Laurence Yep,0064404897,Juvenile Fiction,100,100,1995
Betsy's Wedding,Maud Hart Lovelace,0064405443,Juvenile Fiction,100,100,1996
Betsy and the Great World,Maud Hart Lovelace,0064405451,Juvenile Fiction,100,100,1996
Betsy and Joe,Maud Hart Lovelace,006440546X,Juvenile Fiction,100,100,1995
Betsy Was a Junior,Maud Hart Lovelace,0064405478,Juvenile Fiction,100,100,1995
Crazy Lady!,Jane Leslie Conly,0064405710,Juvenile Fiction,100,100,1995
Strawberry Girl 60th Anniversary Edition,Lois Lenski,0064405850,Juvenile Fiction,100,100,1995
Seven Spiders Spinning,Gregory Maguire,0064405958,Juvenile Fiction,100,100,1995
American Dragons,Laurence Yep,0064406032,Juvenile Fiction,100,100,1995
The Midwife's Apprentice (rpkg),Karen Cushman,006440630X,Juvenile Fiction,100,100,1996
Winter on the Farm,Laura Ingalls Wilder,006440692X,Juvenile Fiction,100,100,1997
Down to the Bonny Glen,Melissa Wiley,0064407144,Juvenile Fiction,100,100,2001
Monster,Walter Dean Myers,0064407314,Juvenile Fiction,100,100,2001
Emily of Deep Valley,Maud Hart Lovelace,0064408582,Juvenile Fiction,100,100,2000
The Trumpet of the Swan,E. B. White,0064408671,Juvenile Fiction,100,100,2000
The Good Liar,Gregory Maguire,0064408744,Juvenile Fiction,100,100,2002
Old Town in the Green Groves,Cynthia Rylant;Jim LaMarche,0064409902,Juvenile Fiction,100,100,2004
Howl's Moving Castle,Diana Wynne Jones,006441034X,Juvenile Fiction,100,100,2001
Four Stupid Cupids,Gregory Maguire,0064410722,Juvenile Fiction,100,100,2001
Charlotte's Web (full color),E. B. White,0064410935,Juvenile Fiction,100,100,2001
Little House Friends,Heather Henson;Laura Ingalls Wilder,0064420809,Juvenile Fiction,100,100,1998
Christmas Stories,Laura Ingalls Wilder,0064420817,Juvenile Fiction,100,100,1998
Winter Days in the Big Woods,Laura Ingalls Wilder,0064433730,Juvenile Fiction,100,100,1995
Christmas in the Big Woods,Laura Ingalls Wilder,0064434877,Juvenile Fiction,100,100,1997
A Little House Birthday,Laura Ingalls Wilder,006443494X,Juvenile Fiction,100,100,1998
The Deer in the Wood,Laura Ingalls Wilder,0064434982,Juvenile Fiction,100,100,1999
A Little Prairie House,Laura Ingalls Wilder,0064435261,Juvenile Fiction,100,100,1999
Grizzwold,Syd Hoff,0064440575,Juvenile Fiction,100,100,1984
Chester,Syd Hoff,0064440958,Juvenile Fiction,100,100,1986
Captain Cat,Syd Hoff,0064441768,Juvenile Fiction,100,100,1994
My Little House Crafts Book,Carolyn Strom Collins,0064462048,Juvenile Nonfiction,100,100,1998
Pioneer Girl,William Anderson,006446234X,Juvenile Nonfiction,100,100,2000
Shade's Children (rack),Garth Nix,0064471969,Juvenile Fiction,100,100,1998
All-American Girl,Meg Cabot,0064472779,Juvenile Fiction,100,100,2003
Hexwood,Diana Wynne Jones,0064473554,Young Adult Fiction,100,100,2002
A Light in the Attic Book and CD,Shel Silverstein,0066236177,Juvenile Nonfiction,100,100,2001
The Chronicles of Narnia (adult),C. S. Lewis,0066238501,Fiction,100,100,2001
What Would Machiavelli Do?,Stanley Bing,0066620104,Humor,100,100,2002
The Sense of Wonder,Rachel Carson,006757520X,Nature,100,100,1998
Virgin,James Patterson,0070488207,Fiction,100,100,1980
Mission Possible,Ken Blanchard;Terry Waghorn,0071348271,Business & Economics,100,100,1999
Crucial Conversations,Kerry Patterson;Joseph Grenny;Ron McMillan;Al Switzler,0071401946,Business & Economics,100,100,2002
How to Talk to Anyone : 92 Little Tricks for Big Success in Relationships,Leil Lowndes,007141858X,Family & Relationships,100,100,2003
"Easy French Reader, Second Edition",R. de Roussy de Sales,0071428488,Foreign Language Study,100,100,2003
Slim to None,Jennifer Hendricks,0071433716,Biography & Autobiography,100,100,2004
Practice Makes Perfect: Italian Verb Tenses,Paola Nanni-Tate,0071451382,Foreign Language Study,100,100,2005
"Goodman & Gilman's The Pharmacological Basis of Therapeutics, Eleventh Edition",Laurence Brunton;John Lazo;Keith Parker,0071608915,Medical,100,100,2005
"Incident Response & Computer Forensics, 2nd Ed.",Kevin Mandia;Chris Prosise,007222696X,Computers,100,100,2003
The Last Dance,Lynne Ann DeSpelder;Albert Lee Strickland,0072920963,Social Science,100,100,2005
Heat and Mass Transfer,Yunus A. Çengel,007325035X,Heat,100,100,2006
The Complete Works,Tacitus,0075536390,History,100,100,1964
My Sweet-orange Tree,José Mauro de Vasconcelos,0091520800,Juvenile Nonfiction,100,100,1983
Who Moved My Cheese?,Spencer Johnson,0091883768,Self-Help,100,100,2002
How to Have a Beautiful Mind,Edward De Bono,0091894603,Self-Help,100,100,2004
The Toy Maker,Anthony McReavy,0091895812,Biography & Autobiography,100,100,2004
Darwin's Watch,Terry Pratchett;Ian Stewart;Jack Sidney Cohen,0091898242,Cosmology,100,100,2006
A Time to Kill,John Grisham,0099134012,Fiction,100,100,1992
"""Surely You're Joking, Mr. Feynman!""",Richard Phillips Feynman;Ralph Leighton,009917331X,Physicists,100,100,1992
Timequake,Kurt Vonnegut,0099267543,Fiction,100,100,1998
Blood and Gold,Anne Rice,0099271494,Fiction,100,100,2002
An Imaginary Life,David Malouf,0099273845,Australian fiction,100,100,1999
The Great World,David Malouf,0099273861,Australia,100,100,1999
The Risk Pool,Richard Russo,0099276496,Families,100,100,1998
Survivor,Chuck Palahniuk,009928264X,American fiction,100,100,2000
Bagombo Snuff Box,Kurt Vonnegut,0099282968,American fiction,100,100,2000
Ali and Nino,Kurban Said,0099283220,Azerbaijan,100,100,2000
A Star Called Henry,Roddy Doyle,0099284480,Dublin (Ireland),100,100,2000
Set this House on Fire,William Styron,009928555X,Americans,100,100,2001
The Confessions of Nat Turner,William Styron,0099285568,Slave insurrections,100,100,2004
Experience,Martin Amis,0099285827,"Amis, Kingsley",100,100,2001
Hannibal,Thomas Harris,0099297701,Dangerously mentally ill,100,100,2000
Operation Shylock,Philip Roth,009930791X,American literature,100,100,1994
The First Forty-nine Stories,Ernest Hemingway,0099339218,Fiction,100,100,1993
The Professor of Desire,Philip Roth,0099389010,nan,100,100,1995
The Phantom Menace,Terry Brooks;George Lucas,0099409968,Life on other planets,100,100,2000
Traitor,Matthew Woodring Stover,0099410354,Science fiction,100,100,2002
Star by Star,Troy Denning,0099410389,Life on other planets,100,100,2002
Fury,Salman Rushdie,0099421860,Anger,100,100,2002
Yeats is Dead!,Joseph O'Connor,0099422344,Comedy,100,100,2002
Choke,Chuck Palahniuk,0099422689,Alzheimer's disease,100,100,2002
The Dying Animal,Philip Roth,0099422697,College teachers,100,100,2002
Illusions,Richard Bach,0099427869,Adventure stories,100,100,2001
In the Pond,Ha Jin,0099428164,China,100,100,2002
How to Travel with a Salmon and Other Essays,Umberto Eco,0099428636,Essays,100,100,2001
The Trial,Franz Kafka,0099428644,Fiction,100,100,2001
Turtle Moon,Alice Hoffman,0099429160,Mothers and sons,100,100,2002
Atonement,Ian McEwan,0099429799,Atonement,100,100,2002
A Birthday for Frances,Russell Hoban,0099432447,Badgers,100,100,1968
The Gangs of New York,Herbert Asbury,0099436744,Gangs,100,100,2002
The Whore's Child and Other Stories,Richard Russo,009943752X,Human behavior,100,100,2003
In Watermelon Sugar,Richard Brautigan,0099437597,Social action,100,100,2002
Blackwood Farm,Anne Rice,0099446723,Horror,100,100,2003
The Carpenter's Pencil,Manuel Rivas,0099448467,Galicia (Spain : Region),100,100,2003
Sputnik Sweetheart,Haruki Murakami,0099448475,Businesswomen,100,100,2002
"South of the Border, West of the Sun",Haruki Murakami,0099448572,Domestic fiction,100,100,2003
The Elephant Vanishes,Haruki Murakami,0099448750,Japan,100,100,2003
Dance Dance Dance,Haruki Murakami,0099448769,Crime investigation,100,100,2003
The Rings of Saturn,Winfried Georg Sebald,0099448920,"Authors, German",100,100,2002
Elephant,Raymond Carver,0099449862,"Short stories, American",100,100,2003
"Will You Please be Quiet, Please",Raymond Carver,0099449897,Short stories,100,100,2003
The Time of Our Singing,Richard Powers,0099453835,African Americans,100,100,2004
The Spook's Apprentice,Joseph Delaney,0099456451,Exorcism,100,100,2005
Human Traces,Sebastian Faulks,0099458268,Europe,100,100,2006
Blood Canticle,Anne Rice,0099460173,Horror tales,100,100,2004
